st_marker_id,lon,lat
0,-73.9700469970703,40.765239715576165
1,-73.98588562011719,40.75176239013672
2,-73.98516845703125,40.72768020629882
3,-73.9852523803711,40.73576354980469
4,-73.9913330078125,40.72335433959961
5,-73.97725677490233,40.75478363037109
6,-73.95439147949219,40.77812957763672
7,-74.00431060791014,40.742351531982415
8,-73.97725677490233,40.72620391845703
9,-73.992919921875,40.72387313842773
10,-73.97821807861328,40.76187133789063
11,-74.01412200927734,40.71215057373047
12,-73.98079681396483,40.74457931518555
13,-73.9862060546875,40.761917114257805
14,-74.01227569580078,40.713623046875
15,-73.98954772949219,40.76791763305664
16,-73.98915100097656,40.74543762207031
17,-73.98770904541014,40.74981689453125
18,-73.9557113647461,40.717769622802734
19,-73.98062896728516,40.727081298828125
20,-73.95623016357422,40.77560043334961
21,-73.96280670166014,40.77579116821289
22,-73.9959487915039,40.74436950683594
23,-73.98190307617188,40.76953125
24,-73.98089599609375,40.75005722045898
25,-73.99651336669923,40.7153205871582
26,-73.97549438476561,40.7618522644043
27,-73.9832992553711,40.7659568786621
28,-73.98928070068358,40.7210693359375
29,-73.95333862304686,40.78824234008789
30,-73.97887420654298,40.7776756286621
31,-73.94764709472656,40.78361892700195
32,-73.9598617553711,40.75781631469727
33,-73.97425079345702,40.75636672973633
34,-73.95352935791014,40.77536010742188
35,-73.98137664794923,40.76337814331056
36,-73.98263549804686,40.77711486816406
37,-73.95234680175781,40.78662872314453
38,-73.96907806396483,40.761043548583984
39,-73.98490142822266,40.74782180786133
40,-73.99351501464844,40.75209045410156
41,-74.00255584716798,40.73037338256836
42,-73.98693084716798,40.73336410522461
43,-73.98858642578125,40.73408889770508
44,-73.99453735351561,40.72774887084961
45,-73.99514007568358,40.72071075439453
46,-73.99083709716798,40.73321914672852
47,-73.97147369384764,40.79531478881836
48,-73.96733093261719,40.79301071166992
49,-73.96385955810547,40.77683639526367
50,-73.9912109375,40.74972534179688
51,-74.00066375732422,40.716941833496094
52,-73.96350860595702,40.75747299194336
53,-73.99629211425781,40.743118286132805
54,-73.98951721191406,40.74193954467773
55,-73.98973083496092,40.72004318237305
56,-73.9881591796875,40.75661087036133
57,-73.99903106689453,40.73430633544922
58,-73.98297882080078,40.77792739868164
59,-73.99976348876953,40.72719955444336
60,-73.9552001953125,40.77928161621094
61,-73.9953384399414,40.74446868896485
62,-73.97724151611328,40.74280548095703
63,-73.98038482666014,40.7823600769043
64,-73.98996734619139,40.735389709472656
65,-73.9742431640625,40.74317169189453
66,-73.9729232788086,40.75622177124024
67,-73.97721099853516,40.75749588012695
68,-73.98390960693358,40.76555252075195
69,-73.98349761962889,40.72176361083984
70,-73.96109008789062,40.76506423950195
71,-73.97676849365233,40.745464324951165
72,-73.98722076416014,40.72259140014648
73,-73.7884750366211,40.64155960083008
74,-73.98390197753906,40.74314498901367
75,-73.97908020019531,40.75779342651367
76,-73.98990631103516,40.73371505737305
77,-74.00397491455078,40.747512817382805
78,-73.8639373779297,40.76983642578125
79,-73.99551391601561,40.72489547729492
80,-73.97857666015625,40.757286071777344
81,-73.97486114501953,40.72951889038086
82,-73.98152923583984,40.74974060058594
83,-73.94721984863281,40.78033828735352
84,-73.95807647705078,40.779006958007805
85,-73.99070739746092,40.75541305541992
86,-73.99395751953125,40.746368408203125
87,-73.952392578125,40.783573150634766
88,-73.96755981445312,40.76290512084961
89,-73.99085998535155,40.76047897338867
90,-73.95355224609375,40.77534866333008
91,-73.98564147949219,40.72730255126953
92,-73.97721099853516,40.751747131347656
93,-73.98828887939453,40.74956512451172
94,-73.96002960205078,40.770503997802734
95,-73.95057678222656,40.786651611328125
96,-73.91028594970702,40.75275039672852
97,-74.01216125488281,40.70749282836913
98,-73.9720001220703,40.76207733154297
99,-73.99115753173827,40.7496337890625
100,-73.97593688964845,40.7763786315918
101,-73.98053741455078,40.727027893066406
102,-74.00801849365233,40.74861526489258
103,-73.96582794189453,40.754261016845696
104,-73.96994018554686,40.75963973999024
105,-73.99229431152342,40.6840705871582
106,-74.00052642822266,40.72740173339844
107,-73.982177734375,40.76704788208008
108,-73.95169830322266,40.76947021484375
109,-73.97937774658203,40.7519989013672
110,-73.98690795898438,40.73333740234375
111,-73.95753479003906,40.7617645263672
112,-73.98545837402342,40.75730895996094
113,-73.95569610595702,40.779399871826165
114,-74.00148773193358,40.75661087036133
115,-73.99227142333984,40.75373840332031
116,-73.97882843017578,40.74134826660156
117,-73.99612426757811,40.72522735595703
118,-73.98492431640625,40.72800064086913
119,-73.97422790527344,40.76219940185546
120,-73.97576141357422,40.75975799560546
121,-74.00421142578125,40.72091674804688
122,-73.95157623291014,40.769981384277344
123,-73.99434661865233,40.717063903808594
124,-73.99179840087889,40.72727966308594
125,-73.9715805053711,40.763145446777344
126,-73.98780822753906,40.74567413330078
127,-74.00496673583984,40.723011016845696
128,-73.97328186035155,40.76093673706056
129,-73.99657440185547,40.73728561401367
130,-74.00483703613281,40.72349548339844
131,-74.00852966308595,40.71628189086913
132,-73.96112060546875,40.760704040527344
133,-73.86296081542967,40.76886367797852
134,-73.94334411621092,40.796382904052734
135,-74.01290893554686,40.702449798583984
136,-73.98137664794923,40.78121948242188
137,-73.98357391357422,40.74970245361328
138,-73.99359130859375,40.76716613769531
139,-73.96530151367188,40.75943374633789
140,-73.94579315185547,40.77347946166992
141,-73.87104797363281,40.77384948730469
142,-73.9690704345703,40.7632942199707
143,-73.9539794921875,40.77273941040039
144,-73.99044036865233,40.73126220703125
145,-73.9763412475586,40.781028747558594
146,-74.00743865966798,40.70733642578125
147,-73.98068237304686,40.74438095092773
148,-74.0,40.72177505493164
149,-73.89192962646483,40.74699020385742
150,-73.98815155029298,40.73728942871094
151,-73.99758148193358,40.73280715942384
152,-73.9957275390625,40.7645263671875
153,-73.96524047851561,40.800884246826165
154,-73.97447204589844,40.757339477539055
155,-73.97789001464844,40.75447082519531
156,-73.97272491455078,40.757320404052734
157,-73.97541046142578,40.757339477539055
158,-73.80209350585938,40.663856506347656
159,-73.95594024658203,40.779651641845696
160,-73.9763412475586,40.76472854614258
161,-73.98393249511719,40.74308013916016
162,-74.01400756835938,40.71199035644531
163,-73.97898864746092,40.76688003540039
164,-74.0041732788086,40.72243881225586
165,-73.96980285644531,40.75076675415039
166,-73.92931365966798,40.760601043701165
167,-73.99030303955078,40.77170181274414
168,-73.99758148193358,40.7379264831543
169,-73.98622131347656,40.7519760131836
170,-73.86275482177734,40.768531799316406
171,-73.99484252929686,40.731689453125
172,-73.9764633178711,40.728870391845696
173,-74.00908660888672,40.715518951416016
174,-73.99221038818358,40.737571716308594
175,-73.99044799804686,40.76170349121094
176,-73.9618148803711,40.76287078857422
177,-73.96244049072266,40.80484008789063
178,-73.96756744384764,40.7557487487793
179,-73.98088836669923,40.75934982299805
180,-73.99539947509764,40.688106536865234
181,-73.97393798828125,40.764259338378906
182,-74.00971221923827,40.71579360961913
183,-74.00474548339844,40.74893951416016
184,-73.96234893798828,40.77032852172852
185,-73.98040771484375,40.73445892333984
186,-73.96987915039062,40.76522064208984
187,-73.9703826904297,40.76147079467773
188,-73.99873352050781,40.7453498840332
189,-73.99569702148438,40.72454833984375
190,-73.94107055664062,40.799072265625
191,-73.9661865234375,40.770652770996094
192,-74.00519561767578,40.71997833251953
193,-73.95689392089844,40.7662239074707
194,-74.00241088867188,40.7501335144043
195,-73.98507690429686,40.73582458496094
196,-74.00035858154298,40.71836853027344
197,-73.93687438964844,40.84002304077149
198,-73.97470855712889,40.74187088012695
199,-73.99224853515625,40.74288177490234
200,-73.97876739501953,40.759090423583984
201,-73.97689056396483,40.75893020629882
202,-73.9939727783203,40.75024032592773
203,-73.99402618408203,40.75114822387695
204,-73.98995971679686,40.74188232421875
205,-73.98719024658203,40.73946762084961
206,-73.9820556640625,40.77171325683594
207,-73.9866943359375,40.71974563598633
208,-73.956787109375,40.77790832519531
209,-73.97551727294923,40.7575569152832
210,-73.98233032226561,40.731475830078125
211,-73.95119476318358,40.78025817871094
212,-73.97907257080078,40.744190216064446
213,-73.98817443847656,40.737701416015625
214,-73.99503326416014,40.7253532409668
215,-73.98899841308595,40.751480102539055
216,-73.9803009033203,40.72703170776367
217,-73.9747314453125,40.793132781982415
218,-73.9836196899414,40.75461959838867
219,-73.99416351318358,40.75110626220703
220,-73.98143005371094,40.780887603759766
221,-73.9901351928711,40.76158905029297
222,-73.99360656738281,40.72127914428711
223,-73.98856353759764,40.73887634277344
224,-73.98462677001953,40.73307037353516
225,-73.99160766601561,40.74953079223633
226,-74.01432037353516,40.71234893798828
227,-73.77677154541014,40.64517974853516
228,-74.00308227539062,40.72288131713867
229,-73.97992706298828,40.75152969360352
230,-74.00930786132812,40.70957946777344
231,-73.99774932861328,40.72569274902344
232,-73.9714584350586,40.758670806884766
233,-73.95589447021484,40.77885055541992
234,-73.9864501953125,40.7458381652832
235,-73.97427368164062,40.759422302246094
236,-73.99629974365233,40.75316619873047
237,-73.9600830078125,40.76618194580078
238,-73.98091125488281,40.7446403503418
239,-73.99398803710938,40.72664260864258
240,-74.00263977050781,40.73064041137695
241,-73.97171020507811,40.75565719604492
242,-73.96486663818358,40.75978469848633
243,-73.98976135253906,40.729591369628906
244,-74.00785064697266,40.74040985107422
245,-73.96350860595702,40.75704574584961
246,-73.97407531738281,40.79405212402344
247,-74.0107421875,40.7090301513672
248,-73.9676055908203,40.78809356689453
249,-73.99073791503906,40.71818542480469
250,-73.9602813720703,40.78148651123047
251,-73.96234893798828,40.77907943725586
252,-73.98216247558594,40.77581405639648
253,-74.00077819824217,40.74224853515625
254,-74.01197052001953,40.704639434814446
255,-73.96682739257811,40.76678085327149
256,-73.97852325439453,40.7829704284668
257,-73.99761199951173,40.74652862548828
258,-74.00027465820312,40.73772048950195
259,-73.96785736083984,40.762649536132805
260,-74.00289154052734,40.73912811279297
261,-73.98834991455078,40.73445510864258
262,-74.00640106201173,40.705181121826165
263,-73.95657348632812,40.77830123901367
264,-73.97805786132812,40.75320053100586
265,-73.98177337646483,40.77029800415039
266,-73.98487091064453,40.74201965332031
267,-73.99652099609375,40.73803329467773
268,-73.97600555419923,40.78121948242188
269,-73.95832061767578,40.76887893676758
270,-73.97657775878906,40.78071975708008
271,-73.95587158203125,40.71410751342773
272,-73.992431640625,40.72662734985352
273,-73.98108673095702,40.7500457763672
274,-73.96041870117188,40.76978302001953
275,-73.97708892822266,40.74308013916016
276,-73.97158813476561,40.761112213134766
277,-73.95430755615233,40.7781982421875
278,-73.98219299316406,40.776145935058594
279,-73.96379089355469,40.7979736328125
280,-73.97090911865233,40.7880859375
281,-73.98609924316406,40.76246643066406
282,-73.95252990722656,40.779949188232415
283,-73.9701156616211,40.7617301940918
284,-73.99544525146483,40.716007232666016
285,-74.00017547607422,40.7346305847168
286,-74.01372528076173,40.7138557434082
287,-73.99018096923827,40.7349967956543
288,-73.97427368164062,40.75722503662109
289,-73.78617095947266,40.641971588134766
290,-73.99360656738281,40.74994659423828
291,-73.99824523925781,40.72773361206056
292,-73.96846008300781,40.760738372802734
293,-73.98258209228516,40.72341537475586
294,-74.0041275024414,40.73809051513672
295,-73.97903442382812,40.74020767211913
296,-73.99331665039062,40.74163818359375
297,-73.95556640625,40.78507614135742
298,-73.94736480712889,40.77629470825195
299,-74.00058746337889,40.72713088989258
300,-73.99945068359375,40.73369598388672
301,-73.99514007568358,40.74388122558594
302,-73.97392272949219,40.79170608520508
303,-73.95136260986328,40.77774810791016
304,-73.91676330566406,40.86938095092773
305,-73.98175811767578,40.728511810302734
306,-73.98809051513672,40.749561309814446
307,-73.9910888671875,40.74980163574219
308,-73.9787826538086,40.78759002685546
309,-73.99459075927734,40.750301361083984
310,-73.98460388183594,40.75846862792969
311,-73.98220825195312,40.76704788208008
312,-73.9937744140625,40.744922637939446
313,-73.86357116699219,40.76966094970703
314,-73.97765350341797,40.729270935058594
315,-73.99667358398438,40.73725509643555
316,-73.98138427734375,40.77857971191406
317,-73.98267364501953,40.7310028076172
318,-73.96465301513672,40.772815704345696
319,-74.0149154663086,40.70948028564453
320,-73.9787368774414,40.74755859375
321,-73.95599365234375,40.78474426269531
322,-73.98130798339844,40.77391052246094
323,-74.00845336914062,40.74532318115234
324,-74.0004653930664,40.732154846191406
325,-73.87459564208984,40.77413940429688
326,-73.9908676147461,40.74949645996094
327,-73.98760223388672,40.76457977294922
328,-74.01412963867188,40.712158203125
329,-74.01378631591797,40.71377182006836
330,-73.96543121337889,40.805419921875
331,-73.94181060791014,40.81296157836913
332,-73.98052978515625,40.68537902832031
333,-73.95792388916014,40.76923751831056
334,-73.98091125488281,40.729690551757805
335,-73.97547149658203,40.730098724365234
336,-74.00143432617188,40.72470474243164
337,-74.00284576416014,40.72820663452149
338,-73.98719787597656,40.75634002685546
339,-73.98524475097656,40.72772216796875
340,-73.98783111572266,40.76010894775391
341,-73.98480987548828,40.76784133911133
342,-73.97868347167967,40.75197219848633
343,-74.00146484375,40.756702423095696
344,-73.98880004882812,40.75931167602539
345,-73.96094512939453,40.76520538330078
346,-73.98843383789062,40.759891510009766
347,-73.974609375,40.75243377685546
348,-74.00825500488281,40.73473358154297
349,-73.9810791015625,40.7632293701172
350,-73.9955062866211,40.76479721069336
351,-73.99624633789062,40.7319793701172
352,-74.00658416748048,40.73151397705078
353,-73.99349975585938,40.757118225097656
354,-73.96103668212889,40.777591705322266
355,-74.00215148925781,40.73492050170898
356,-73.9990234375,40.73424911499024
357,-73.95511627197266,40.78865051269531
358,-73.97512817382812,40.76180267333984
359,-73.958740234375,40.768165588378906
360,-73.99407958984375,40.746143341064446
361,-73.96842193603516,40.761428833007805
362,-73.99359130859375,40.75395965576172
363,-73.98103332519531,40.74161911010742
364,-73.98273468017578,40.73148727416992
365,-73.9532470703125,40.779293060302734
366,-73.96233367919923,40.77908706665039
367,-73.97630310058595,40.78835678100586
368,-73.98812866210938,40.73165130615234
369,-74.00691986083984,40.742488861083984
370,-73.96558380126953,40.75882339477539
371,-73.78116607666014,40.64495086669922
372,-73.87445068359375,40.77398300170898
373,-73.94800567626953,40.774688720703125
374,-73.99025726318358,40.71442031860352
375,-73.95528411865233,40.77952575683594
376,-73.96556854248048,40.75872039794922
377,-73.99004364013672,40.74070739746094
378,-73.97859191894531,40.736576080322266
379,-73.98139953613281,40.78084564208984
380,-73.96217346191406,40.779102325439446
381,-73.99586486816406,40.74368667602539
382,-73.98478698730467,40.74789810180664
383,-73.9638671875,40.761356353759766
384,-73.99149322509764,40.74471664428711
385,-73.97065734863281,40.78807830810546
386,-73.98033905029298,40.76255035400391
387,-73.99165344238281,40.74741363525391
388,-73.9891586303711,40.75262451171875
389,-73.87442016601561,40.77403259277344
390,-73.97303771972656,40.743919372558594
391,-73.96322631835938,40.77798461914063
392,-73.9920883178711,40.74591445922852
393,-73.98138427734375,40.7370491027832
394,-73.96710968017578,40.75699234008789
395,-73.97236633300781,40.75661849975586
396,-73.92208862304686,40.76723098754882
397,-73.98121643066406,40.77091979980469
398,-73.98739624023438,40.74430847167969
399,-73.93962860107422,40.79425430297852
400,-74.00557708740233,40.71796417236328
401,-73.98438262939453,40.74333953857422
402,-73.96441650390625,40.760452270507805
403,-74.00204467773438,40.73003768920898
404,-73.98989868164062,40.751270294189446
405,-74.00550079345702,40.740509033203125
406,-73.9945068359375,40.750686645507805
407,-73.96575927734375,40.75442886352539
408,-73.99057006835938,40.75568008422852
409,-73.98220825195312,40.776870727539055
410,-73.98401641845702,40.757911682128906
411,-73.99858856201173,40.71939849853516
412,-73.9998779296875,40.73877334594727
413,-73.98865509033203,40.73643493652344
414,-73.96709442138672,40.760566711425774
415,-74.00747680664062,40.74311065673828
416,-73.9949722290039,40.72606658935546
417,-73.99113464355469,40.74959564208984
418,-73.99226379394531,40.74844741821289
419,-73.98117828369139,40.744747161865234
420,-73.99928283691406,40.749378204345696
421,-73.96798706054686,40.75104904174805
422,-73.97091674804686,40.75802612304688
423,-73.98799896240233,40.764915466308594
424,-73.95974731445312,40.7139892578125
425,-74.00932312011719,40.71552276611328
426,-73.97251892089844,40.782329559326165
427,-73.97803497314453,40.741886138916016
428,-73.989990234375,40.68741226196289
429,-73.9554214477539,40.76422119140625
430,-73.98635864257811,40.72333526611328
431,-73.86296081542967,40.76885223388672
432,-73.97783660888672,40.7528190612793
433,-73.99129486083984,40.7558708190918
434,-73.99144744873048,40.74983978271485
435,-73.99170684814453,40.75476837158203
436,-73.99539947509764,40.71715927124024
437,-73.9591064453125,40.80185317993164
438,-73.97434234619139,40.75622177124024
439,-73.85435485839844,40.84889221191406
440,-73.98615264892578,40.761993408203125
441,-73.9803466796875,40.72198486328125
442,-73.94491577148438,40.78310775756836
443,-73.98165130615233,40.76236724853516
444,-74.00830078125,40.71442413330078
445,-73.97801971435547,40.74593353271485
446,-73.95545959472656,40.78816223144531
447,-73.98871612548828,40.722354888916016
448,-73.97640991210938,40.75802230834961
449,-73.99925231933594,40.72224044799805
450,-73.98043823242188,40.73028564453125
451,-73.98346710205078,40.75705337524414
452,-73.96553802490233,40.75904846191406
453,-73.98295593261719,40.744720458984375
454,-73.97711181640625,40.74305725097656
455,-73.98008728027342,40.78977966308594
456,-73.96144104003906,40.77190017700195
457,-73.99034118652342,40.735111236572266
458,-73.98570251464844,40.76288986206056
459,-73.98391723632812,40.76039123535156
460,-73.98321533203125,40.730762481689446
461,-73.98529815673827,40.72785568237305
462,-73.98043823242188,40.75164031982422
463,-73.9817657470703,40.73678207397461
464,-73.95279693603516,40.77227020263672
465,-73.9620361328125,40.77337265014648
466,-73.9570083618164,40.77741241455078
467,-73.98120880126953,40.76900100708008
468,-73.98470306396483,40.77910614013672
469,-73.95391082763672,40.778751373291016
470,-73.9787826538086,40.76404571533203
471,-73.99376678466798,40.73606872558594
472,-73.98236846923827,40.7671127319336
473,-73.98201751708984,40.77554321289063
474,-74.00550842285155,40.74113082885742
475,-73.97734832763672,40.76456451416016
476,-73.9713592529297,40.76598358154297
477,-73.98805236816406,40.73208999633789
478,-73.97743225097656,40.757827758789055
479,-74.00709533691406,40.71046829223633
480,-74.0111312866211,40.71103286743164
481,-73.9798583984375,40.77109146118164
482,-73.96910095214845,40.79035949707031
483,-73.9547348022461,40.76970672607422
