street_marker,RequestTime,tripDistance,aim_marker,lon,lat
A416,67.0,900.0,A10416,-73.9949722290039,40.72606658935546
A417,67.0,1100.0,A10417,-73.99113464355469,40.74959564208984
A418,67.0,700.0,A10418,-73.99226379394531,40.74844741821289
A419,68.0,1100.0,A10419,-73.98117828369139,40.744747161865234
A420,68.0,1830.0,A10420,-73.99928283691406,40.749378204345696
A421,68.0,1260.0,A10421,-73.96798706054686,40.75104904174805
A422,68.0,490.0,A10422,-73.97091674804686,40.75802612304688
A423,68.0,1310.0,A10423,-73.98799896240233,40.764915466308594
A424,68.0,3190.0,A10424,-73.95974731445312,40.7139892578125
A425,68.0,1410.0,A10425,-74.00932312011719,40.71552276611328
A426,69.0,1190.0,A10426,-73.97251892089844,40.782329559326165
A427,69.0,1000.0,A10427,-73.97803497314453,40.741886138916016
A428,69.0,1400.0,A10428,-73.989990234375,40.68741226196289
A429,69.0,2600.0,A10429,-73.9554214477539,40.76422119140625
A430,69.0,470.0,A10430,-73.98635864257811,40.72333526611328
A431,69.0,13070.0,A10431,-73.86296081542967,40.76885223388672
A432,69.0,4520.0,A10432,-73.97783660888672,40.7528190612793
A433,69.0,7650.0,A10433,-73.99129486083984,40.7558708190918
A434,70.0,3540.0,A10434,-73.99144744873048,40.74983978271485
A435,70.0,2620.0,A10435,-73.99170684814453,40.75476837158203
A436,70.0,2020.0,A10436,-73.99539947509764,40.71715927124024
A437,70.0,1900.0,A10437,-73.9591064453125,40.80185317993164
A438,70.0,7270.0,A10438,-73.97434234619139,40.75622177124024
A439,70.0,3200.0,A10439,-73.85435485839844,40.84889221191406
A440,70.0,1900.0,A10440,-73.98615264892578,40.761993408203125
A441,71.0,1600.0,A10441,-73.9803466796875,40.72198486328125
A442,71.0,17700.0,A10442,-73.94491577148438,40.78310775756836
A443,71.0,1900.0,A10443,-73.98165130615233,40.76236724853516
A444,71.0,1160.0,A10444,-74.00830078125,40.71442413330078
A445,72.0,1390.0,A10445,-73.97801971435547,40.74593353271485
A446,72.0,1500.0,A10446,-73.95545959472656,40.78816223144531
A447,72.0,3270.0,A10447,-73.98871612548828,40.722354888916016
A448,72.0,3500.0,A10448,-73.97640991210938,40.75802230834961
A449,72.0,1600.0,A10449,-73.99925231933594,40.72224044799805
A450,72.0,550.0,A10450,-73.98043823242188,40.73028564453125
A451,72.0,700.0,A10451,-73.98346710205078,40.75705337524414
A452,72.0,1360.0,A10452,-73.96553802490233,40.75904846191406
A453,72.0,520.0,A10453,-73.98295593261719,40.744720458984375
A454,72.0,1450.0,A10454,-73.97711181640625,40.74305725097656
A455,73.0,1000.0,A10455,-73.98008728027342,40.78977966308594
A456,73.0,8200.0,A10456,-73.96144104003906,40.77190017700195
A457,73.0,820.0,A10457,-73.99034118652342,40.735111236572266
A458,73.0,1830.0,A10458,-73.98570251464844,40.76288986206056
A459,73.0,1970.0,A10459,-73.98391723632812,40.76039123535156
A460,73.0,300.0,A10460,-73.98321533203125,40.730762481689446
A461,73.0,1400.0,A10461,-73.98529815673827,40.72785568237305
A462,74.0,3420.0,A10462,-73.98043823242188,40.75164031982422
A463,74.0,1000.0,A10463,-73.9817657470703,40.73678207397461
A464,74.0,3100.0,A10464,-73.95279693603516,40.77227020263672
A465,74.0,900.0,A10465,-73.9620361328125,40.77337265014648
A466,74.0,2000.0,A10466,-73.9570083618164,40.77741241455078
A467,74.0,2400.0,A10467,-73.98120880126953,40.76900100708008
A468,75.0,500.0,A10468,-73.98470306396483,40.77910614013672
A469,75.0,1310.0,A10469,-73.95391082763672,40.778751373291016
A470,75.0,1900.0,A10470,-73.9787826538086,40.76404571533203
A471,75.0,1100.0,A10471,-73.99376678466798,40.73606872558594
A472,75.0,900.0,A10472,-73.98236846923827,40.7671127319336
A473,75.0,6400.0,A10473,-73.98201751708984,40.77554321289063
A474,75.0,1500.0,A10474,-74.00550842285155,40.74113082885742
A475,75.0,2900.0,A10475,-73.97734832763672,40.76456451416016
A476,75.0,1350.0,A10476,-73.9713592529297,40.76598358154297
A477,76.0,1300.0,A10477,-73.98805236816406,40.73208999633789
A478,76.0,600.0,A10478,-73.97743225097656,40.757827758789055
A479,76.0,2100.0,A10479,-74.00709533691406,40.71046829223633
A480,76.0,1200.0,A10480,-74.0111312866211,40.71103286743164
A481,76.0,600.0,A10481,-73.9798583984375,40.77109146118164
A482,76.0,1600.0,A10482,-73.96910095214845,40.79035949707031
A483,77.0,1600.0,A10483,-73.9547348022461,40.76970672607422
A484,77.0,1890.0,A10484,-73.99803924560547,40.727638244628906
A485,77.0,1300.0,A10485,-73.95307159423827,40.77855682373047
A486,77.0,1200.0,A10486,-73.99127197265625,40.74232864379882
A487,78.0,2100.0,A10487,-73.9768295288086,40.75270462036133
A488,78.0,3900.0,A10488,-73.969482421875,40.673336029052734
A489,78.0,1150.0,A10489,-73.99213409423827,40.717586517333984
A490,78.0,2700.0,A10490,-73.98033905029298,40.763050079345696
A491,78.0,1100.0,A10491,-73.99462890625,40.72296524047852
A492,78.0,5660.0,A10492,-73.98768615722656,40.74396133422852
A493,78.0,650.0,A10493,-74.0031967163086,40.72038269042969
A494,78.0,900.0,A10494,-73.98311614990233,40.74983215332031
A495,79.0,4400.0,A10495,-73.99314880371094,40.74233627319336
A496,79.0,2029.9999999999998,A10496,-73.96239471435547,40.76717758178711
A497,79.0,1700.0,A10497,-73.972900390625,40.7578010559082
A498,80.0,800.0,A10498,-73.97024536132812,40.759864807128906
A499,80.0,1360.0,A10499,-73.98216247558594,40.77193069458008
A500,80.0,2180.0,A10500,-73.96717834472656,40.801055908203125
A501,81.0,3450.0,A10501,-73.83356475830078,40.86789321899414
A502,81.0,2580.0,A10502,-73.94557189941406,40.78366088867188
A503,81.0,930.0,A10503,-73.9882583618164,40.753242492675774
A504,81.0,1070.0,A10504,-74.00810241699219,40.70683288574219
A505,81.0,900.0,A10505,-73.98741149902342,40.754093170166016
A506,81.0,600.0,A10506,-74.00199127197266,40.72432708740234
A507,81.0,1200.0,A10507,-73.95240020751953,40.78369140625
A508,81.0,1300.0,A10508,-73.9909896850586,40.75526428222656
A509,82.0,3600.0,A10509,-74.00723266601561,40.715576171875
A510,82.0,920.0,A10510,-73.99031066894531,40.73142623901367
A511,82.0,2100.0,A10511,-73.99285125732422,40.756385803222656
A512,82.0,1850.0,A10512,-73.95651245117188,40.77528762817384
A513,82.0,2750.0,A10513,-74.00057220458984,40.74243927001953
A514,82.0,2830.0,A10514,-73.96646118164062,40.7535285949707
A515,82.0,1500.0,A10515,-73.98014831542967,40.74275970458984
A516,83.0,2300.0,A10516,-73.99612426757811,40.724098205566406
A517,83.0,490.0,A10517,-73.98908233642578,40.73653030395508
A518,83.0,370.0,A10518,-73.98194885253906,40.76163101196289
A519,83.0,2000.0,A10519,-74.00528717041014,40.74120330810546
A520,84.0,1200.0,A10520,-73.97476959228516,40.75165939331056
A521,84.0,500.0,A10521,-73.98455810546875,40.74512100219727
A522,84.0,1500.0,A10522,-73.9762191772461,40.7516975402832
A523,84.0,7810.0,A10523,-73.86322021484375,40.769718170166016
A524,84.0,560.0,A10524,-74.00508880615233,40.72890090942384
A525,84.0,1350.0,A10525,-73.9553451538086,40.763530731201165
A526,84.0,740.0,A10526,-73.99661254882812,40.73823165893555
A527,84.0,1000.0,A10527,-73.9884033203125,40.7234001159668
A528,85.0,2300.0,A10528,-73.97373962402342,40.75641632080078
A529,85.0,2350.0,A10529,-73.9592514038086,40.7169303894043
A530,85.0,1750.0,A10530,-73.99738311767578,40.74681854248047
A531,85.0,2200.0,A10531,-73.98001098632812,40.74274063110352
A532,85.0,1490.0,A10532,-74.00304412841797,40.744407653808594
A533,85.0,900.0,A10533,-73.9822540283203,40.75706481933594
A534,85.0,500.0,A10534,-73.96672058105469,40.76462173461913
A535,85.0,2400.0,A10535,-73.9788360595703,40.752716064453125
A536,85.0,1210.0,A10536,-73.99156951904298,40.744155883789055
A537,85.0,700.0,A10537,-73.98200225830078,40.77276992797852
A538,86.0,4300.0,A10538,-73.98186492919923,40.77059173583984
A539,86.0,1180.0,A10539,-73.94884490966798,40.77414321899414
A540,86.0,1750.0,A10540,-73.99575805664062,40.74208068847656
A541,86.0,800.0,A10541,-73.98868560791014,40.73395919799805
A542,86.0,16550.0,A10542,-73.98638916015625,40.74567413330078
A543,86.0,2800.0,A10543,-73.99637603759764,40.725391387939446
A544,86.0,1200.0,A10544,-73.97845458984375,40.76194763183594
A545,86.0,1710.0,A10545,-73.97029876708984,40.76521682739258
A546,87.0,1900.0,A10546,-73.98567962646483,40.75180816650391
A547,87.0,1120.0,A10547,-73.99873352050781,40.71979141235352
A548,87.0,690.0,A10548,-73.96925354003906,40.763496398925774
A549,87.0,2100.0,A10549,-73.96604919433594,40.79475021362305
A550,87.0,6120.0,A10550,-73.98535919189453,40.727500915527344
A551,87.0,1370.0,A10551,-73.97402954101561,40.757808685302734
A552,87.0,7600.0,A10552,-73.99429321289062,40.7027702331543
A553,88.0,1400.0,A10553,-74.00609588623048,40.734893798828125
A554,88.0,1170.0,A10554,-73.99671936035155,40.747554779052734
A555,88.0,2680.0,A10555,-73.99931335449217,40.73394012451172
A556,88.0,570.0,A10556,-73.98295593261719,40.73909759521485
A557,88.0,18250.0,A10557,-74.00337982177734,40.725433349609375
A558,89.0,620.0,A10558,-73.99156188964845,40.7445182800293
A559,89.0,1750.0,A10559,-73.9764404296875,40.76306915283203
A560,89.0,4970.0,A10560,-74.00005340576173,40.74297332763672
A561,89.0,6870.0,A10561,-73.96222686767578,40.779327392578125
A562,89.0,1700.0,A10562,-73.98535919189453,40.76298141479492
A563,89.0,3120.0,A10563,-73.98194122314453,40.7689208984375
A564,89.0,1500.0,A10564,-73.98554992675781,40.744117736816406
A565,89.0,1700.0,A10565,-73.99723052978516,40.74234771728516
A566,89.0,1800.0,A10566,-73.9910659790039,40.74917984008789
A567,89.0,2050.0,A10567,-73.9559326171875,40.78307723999024
A568,89.0,2940.0,A10568,-73.97758483886719,40.760990142822266
A569,90.0,5970.0,A10569,-73.9719467163086,40.75532150268555
A570,90.0,1800.0,A10570,-74.00275421142578,40.728553771972656
A571,90.0,1700.0,A10571,-73.98113250732422,40.78097915649414
A572,90.0,1600.0,A10572,-74.00637054443358,40.71896362304688
A573,90.0,900.0,A10573,-73.97239685058595,40.756980895996094
A574,90.0,1700.0,A10574,-73.97430419921875,40.79381942749024
A575,90.0,3100.0,A10575,-73.93326568603516,40.75222396850586
A576,90.0,810.0,A10576,-74.00917053222656,40.7157096862793
A577,90.0,2880.0,A10577,-73.95909118652342,40.78334045410156
A578,90.0,1200.0,A10578,-73.98828125,40.72322845458984
A579,90.0,420.0,A10579,-73.97365570068358,40.76340866088867
A580,90.0,12300.0,A10580,-73.78997802734375,40.64705276489258
A581,90.0,7400.0,A10581,-73.86385345458984,40.769962310791016
A582,91.0,3300.0,A10582,-73.99079895019531,40.7506103515625
A583,91.0,4200.0,A10583,-74.01347351074217,40.702396392822266
A584,91.0,1800.0,A10584,-73.9960708618164,40.73016357421875
A585,91.0,860.0,A10585,-74.00312042236328,40.74924850463867
A586,91.0,1300.0,A10586,-73.97723388671875,40.75827407836913
A587,91.0,700.0,A10587,-73.97937774658203,40.78473281860352
A588,91.0,3240.0,A10588,-73.9991683959961,40.74563980102539
A589,91.0,1000.0,A10589,-73.97566223144531,40.73323440551758
A590,92.0,3900.0,A10590,-73.98508453369139,40.73214721679688
A591,92.0,500.0,A10591,-74.0060806274414,40.734622955322266
A592,92.0,2110.0,A10592,-73.9788589477539,40.75276947021485
A593,92.0,3700.0,A10593,-73.9855728149414,40.752735137939446
A594,93.0,1000.0,A10594,-73.94770812988281,40.804702758789055
A595,93.0,2100.0,A10595,-73.99518585205078,40.74972915649414
A596,93.0,2200.0,A10596,-73.9410629272461,40.78847885131836
A597,94.0,700.0,A10597,-73.96675872802734,40.770069122314446
A598,94.0,3760.0,A10598,-73.94595336914062,40.78083038330078
A599,94.0,2650.0,A10599,-73.96750640869139,40.78802108764648
A600,94.0,600.0,A10600,-73.96392059326173,40.765228271484375
A601,94.0,2870.0,A10601,-74.00796508789062,40.74034118652344
A602,95.0,2400.0,A10602,-74.00543212890625,40.73711395263672
A603,95.0,1360.0,A10603,-74.01262664794923,40.716899871826165
A604,95.0,1500.0,A10604,-73.96793365478516,40.76226043701172
A605,95.0,3810.0,A10605,-73.99335479736328,40.7293701171875
A606,95.0,500.0,A10606,-73.98751831054686,40.74902725219727
A607,95.0,1500.0,A10607,-73.97624206542967,40.788249969482415
A608,95.0,870.0,A10608,-73.98149871826173,40.768421173095696
A609,95.0,6250.0,A10609,-73.95433807373048,40.76417922973633
A610,95.0,760.0,A10610,-73.98049163818358,40.78539657592773
A611,95.0,1280.0,A10611,-73.96537780761719,40.77176284790039
A612,95.0,1400.0,A10612,-73.96153259277344,40.76415252685546
A613,95.0,1030.0,A10613,-73.9806900024414,40.762725830078125
A614,95.0,800.0,A10614,-73.97766876220702,40.78637313842773
A615,96.0,2600.0,A10615,-73.95986938476561,40.7733268737793
A616,96.0,1300.0,A10616,-73.99015045166014,40.731815338134766
A617,96.0,900.0,A10617,-73.97226715087889,40.745235443115234
A618,96.0,1260.0,A10618,-73.97593688964845,40.75974655151367
A619,96.0,2980.0,A10619,-73.97226715087889,40.7636604309082
A620,96.0,6000.0,A10620,-73.98179626464844,40.73671340942384
A621,96.0,2100.0,A10621,-73.99971008300781,40.74344253540039
A622,97.0,1070.0,A10622,-73.98146057128906,40.7788314819336
A623,97.0,1400.0,A10623,-73.9825439453125,40.767925262451165
A624,97.0,1730.0,A10624,-73.98197174072266,40.76147079467773
A625,97.0,1450.0,A10625,-73.9671173095703,40.77237319946289
A626,98.0,1130.0,A10626,-74.00591278076173,40.73623275756836
A627,98.0,3800.0,A10627,-73.97770690917967,40.786746978759766
A628,98.0,2000.0,A10628,-73.98107147216798,40.76781463623047
A629,98.0,800.0,A10629,-73.97863006591797,40.7833366394043
A630,98.0,3200.0,A10630,-74.00314331054686,40.72841262817384
A631,98.0,2100.0,A10631,-73.97181701660156,40.757022857666016
A632,98.0,1000.0,A10632,-73.99076843261719,40.75061798095703
A633,98.0,700.0,A10633,-73.98879241943358,40.72989273071289
A634,99.0,2600.0,A10634,-73.95426177978516,40.7742576599121
A635,99.0,1500.0,A10635,-73.9211196899414,40.7564582824707
A636,99.0,1490.0,A10636,-74.01608276367188,40.714786529541016
A637,99.0,1900.0,A10637,-73.99622344970702,40.722034454345696
A638,99.0,2029.9999999999998,A10638,-73.99016571044923,40.68966293334961
A639,99.0,2800.0,A10639,-74.00604248046875,40.725540161132805
A640,99.0,1300.0,A10640,-73.98438262939453,40.75534439086913
A641,100.0,0.0,A10641,-73.9600067138672,40.762222290039055
A642,100.0,1640.0,A10642,-73.96582794189453,40.77128219604492
A643,100.0,700.0,A10643,-73.98136138916014,40.7735595703125
A644,100.0,2300.0,A10644,-73.95079803466798,40.78585052490234
A645,100.0,9720.0,A10645,-73.94246673583984,40.775352478027344
A646,100.0,910.0,A10646,-73.98751831054686,40.72444534301758
A647,101.0,2590.0,A10647,-73.99126434326173,40.74966049194336
A648,101.0,3180.0,A10648,-73.99514007568358,40.7253303527832
A649,101.0,1500.0,A10649,-73.98517608642578,40.74704360961913
A650,101.0,13950.0,A10650,-73.86328887939453,40.7700424194336
A651,102.0,1320.0,A10651,-73.97962188720702,40.76541519165039
A652,102.0,750.0,A10652,-73.98033905029298,40.74260330200195
A653,102.0,4230.0,A10653,-73.98531341552734,40.73823165893555
A654,102.0,2400.0,A10654,-73.9852523803711,40.75749588012695
A655,102.0,2400.0,A10655,-73.96952056884764,40.75997924804688
A656,103.0,800.0,A10656,-73.97167205810547,40.76128387451172
A657,103.0,5030.0,A10657,-74.00934600830078,40.70613479614258
A658,103.0,2700.0,A10658,-73.96353149414062,40.77440643310546
A659,103.0,600.0,A10659,-74.01124572753906,40.71554565429688
A660,103.0,1900.0,A10660,-73.99078369140625,40.75039291381836
A661,104.0,2880.0,A10661,-73.94461059570312,40.77944946289063
A662,104.0,17480.0,A10662,-73.78948211669923,40.64105987548828
A663,104.0,2300.0,A10663,-73.97749328613281,40.75841522216797
A664,105.0,1850.0,A10664,-73.98619842529298,40.740997314453125
A665,105.0,1800.0,A10665,-73.97315216064453,40.784915924072266
A666,105.0,4900.0,A10666,-73.96255493164062,40.778621673583984
A667,105.0,1900.0,A10667,-74.00493621826173,40.72848510742188
A668,105.0,400.0,A10668,-73.98082733154298,40.74448013305664
A669,105.0,1000.0,A10669,-74.00650024414062,40.737823486328125
A670,105.0,4600.0,A10670,-73.98646545410156,40.7554168701172
A671,105.0,930.0,A10671,-73.98515319824217,40.7476806640625
A672,106.0,910.0,A10672,-73.95630645751953,40.77842712402344
A673,106.0,3890.0,A10673,-73.99123382568358,40.74227142333984
A674,106.0,1400.0,A10674,-73.98241424560547,40.74803924560546
A675,106.0,1030.0,A10675,-73.95901489257811,40.7718620300293
A676,106.0,4000.0,A10676,-73.95957946777344,40.77698516845703
A677,106.0,17600.0,A10677,-73.78800964355469,40.641693115234375
A678,106.0,1160.0,A10678,-73.97746276855469,40.75735855102539
A679,107.0,530.0,A10679,-73.9769058227539,40.75624847412109
A680,107.0,2200.0,A10680,-73.99049377441406,40.75616836547852
A681,107.0,2000.0,A10681,-73.99114990234375,40.73899841308594
A682,107.0,11700.0,A10682,-73.86273956298828,40.768890380859375
A683,107.0,1700.0,A10683,-73.972412109375,40.76240158081056
A684,107.0,1100.0,A10684,-73.9459228515625,40.77301406860352
A685,107.0,400.0,A10685,-73.98603057861328,40.7309455871582
A686,107.0,1100.0,A10686,-73.9818115234375,40.76852416992188
A687,108.0,1250.0,A10687,-73.96498107910156,40.79140853881836
A688,108.0,1590.0,A10688,-73.97620391845702,40.751590728759766
A689,108.0,780.0,A10689,-73.97772216796875,40.752098083496094
A690,108.0,2430.0,A10690,-73.95953369140625,40.77187347412109
A691,108.0,2810.0,A10691,-73.9729232788086,40.78521728515625
A692,108.0,1200.0,A10692,-73.9813003540039,40.730911254882805
A693,109.0,3460.0,A10693,-73.98786926269531,40.75020599365234
A694,109.0,1610.0,A10694,-73.98185729980467,40.74483871459961
A695,109.0,1500.0,A10695,-73.98794555664062,40.748977661132805
A696,109.0,840.0,A10696,-73.98638916015625,40.76187133789063
A697,109.0,2140.0,A10697,-73.96234893798828,40.779029846191406
A698,109.0,10210.0,A10698,-73.87539672851561,40.7738037109375
A699,110.0,740.0,A10699,-73.98233795166014,40.75040817260742
A700,110.0,6010.0,A10700,-73.9735336303711,40.75054168701172
A701,110.0,1370.0,A10701,-73.94036865234375,40.793453216552734
A702,110.0,1800.0,A10702,-73.9579849243164,40.71792221069336
A703,110.0,2760.0,A10703,-73.96791076660156,40.76265335083008
A704,110.0,1020.0,A10704,-74.0042266845703,40.74258804321289
A705,110.0,3110.0,A10705,-73.96721649169923,40.803760528564446
A706,111.0,1400.0,A10706,-73.98033905029298,40.760860443115234
A707,111.0,3220.0,A10707,-73.99278259277344,40.76847076416016
A708,111.0,2600.0,A10708,-73.96620178222656,40.7646369934082
A709,112.0,1500.0,A10709,-73.99465942382812,40.750633239746094
A710,112.0,2420.0,A10710,-74.00630187988281,40.739742279052734
A711,113.0,1000.0,A10711,-73.9918670654297,40.738311767578125
A712,113.0,1800.0,A10712,-73.98857879638672,40.76248550415039
A713,113.0,1360.0,A10713,-73.96871185302734,40.76734924316406
A714,113.0,1530.0,A10714,-73.9854736328125,40.73857116699219
A715,113.0,3140.0,A10715,-73.97190856933594,40.76224899291992
A716,113.0,700.0,A10716,-73.9762191772461,40.788211822509766
A717,114.0,900.0,A10717,-73.9945297241211,40.69007873535156
A718,114.0,5230.0,A10718,-73.99205780029298,40.74847412109375
A719,114.0,500.0,A10719,-73.99665832519531,40.73728561401367
A720,115.00000000000001,1500.0,A10720,-73.95679473876953,40.77760314941406
A721,115.00000000000001,6690.0,A10721,-73.97472381591797,40.75779342651367
A722,115.00000000000001,2500.0,A10722,-73.9563751220703,40.775638580322266
A723,115.00000000000001,2280.0,A10723,-73.96218872070312,40.75883102416992
A724,115.00000000000001,2400.0,A10724,-73.97183990478516,40.7578239440918
A725,115.00000000000001,2400.0,A10725,-73.98381042480467,40.74650192260742
A726,115.00000000000001,2370.0,A10726,-73.98457336425781,40.76763153076172
A727,116.00000000000001,270.0,A10727,-74.00669860839844,40.7099609375
A728,116.00000000000001,1110.0,A10728,-73.98976135253906,40.735233306884766
A729,116.00000000000001,2660.0,A10729,-74.00299835205078,40.733428955078125
A730,116.00000000000001,600.0,A10730,-73.99817657470702,40.745708465576165
A731,116.00000000000001,2200.0,A10731,-73.97929382324217,40.782032012939446
A732,116.00000000000001,11350.0,A10732,-73.97830200195312,40.76470947265625
A733,116.00000000000001,2100.0,A10733,-73.97831726074217,40.77798080444336
A734,116.00000000000001,2100.0,A10734,-73.9950942993164,40.740039825439446
A735,116.00000000000001,1610.0,A10735,-73.97233581542967,40.75899505615234
A736,117.00000000000001,1000.0,A10736,-73.99529266357422,40.74497985839844
A737,117.00000000000001,3420.0,A10737,-73.99797821044923,40.76025772094727
A738,117.00000000000001,1440.0,A10738,-73.98204040527344,40.75167083740234
A739,118.00000000000001,2470.0,A10739,-73.96949768066406,40.75988006591797
A740,118.00000000000001,810.0,A10740,-73.9689712524414,40.76702880859375
A741,118.00000000000001,900.0,A10741,-73.98104095458984,40.75301742553711
A742,119.00000000000001,700.0,A10742,-73.9881591796875,40.779296875
A743,119.00000000000001,4200.0,A10743,-74.01493835449219,40.71434020996094
A744,119.00000000000001,1060.0,A10744,-73.95635986328125,40.78142166137695
A745,119.00000000000001,3010.0,A10745,-73.97882080078125,40.785449981689446
A746,119.00000000000001,1200.0,A10746,-73.99845123291014,40.72458267211913
A747,119.00000000000001,1100.0,A10747,-73.97930145263672,40.77659606933594
A748,119.00000000000001,4050.0,A10748,-73.87630462646483,40.773052215576165
A749,119.00000000000001,1380.0,A10749,-74.00576782226561,40.74119567871094
